food_number,food_name,types_cooking,ingredient_main,ingredient_sub,seasoning,national_classification,kcal
976,돼지고기김치롤튀김,"튀김,커틀릿","돼지고기(안심) 400g, 김치(잎이넓은것) 1/4포기, 밥 1공기, 샐러리 2대, 쇠고기(안심) 50g","밀가루 1/2컵, 계란 1개, 빵가루 3컵, 식용유 3컵, 피망 1/2개, 양파 1/2개, 육수 2컵, 버터 2큰술","소금 약간, 후춧가루 약간, 통마늘 3톨, 월계수잎 2장, 레드와인 3큰술, 토마토케첩 5큰술",한식,380kcal
977,두부소박이,"튀김,커틀릿","두부 1모, 표고버섯(말린 것) 4개","느타리버섯 70g, 청피망 1/2개, 당근 1/2개, 밀가루 1컵, 물 2/3컵","소금 약간, 깨소금 1큰술, 후춧가루 약간, 물엿 1큰술",한식,232kcal
978,메기강정,"튀김,커틀릿",메기 1마리,"청고추(마른것) 1개, 계란 1개","소금 1작은술, 생강즙 1작은술, 청주 1작은술, 후춧가루 약간, 식용유(튀김용) 1L",한식,169kcal
979,양념치킨,"튀김,커틀릿",닭(600g) 1마리,"녹말 1/2컵, 계란 1개, 피망 1개, 홍고추 1개, 양파 1/2개, 땅콩 1/4컵, 식용유 1l","다진마늘(다진것) 3큰술, 생강즙 2큰술, 소금 약간, 후춧가루 약간, 고추장 6큰술, 고춧가루 1큰술, 물엿 2큰술, 간장 2큰술, 청주 2큰술",한식,716kcal
980,향신양념장어튀김조림,"튀김,커틀릿",장어 1마리,"녹말 2큰술, 향신유 약간, 청양고추 3개, 마른고추 1개, 향신유 1/2큰술","삶은마늘 10쪽, 소금 약간, 향신장 1.5큰술, 고운고춧가루 1/2작은술, 향신즙 1작은술, 물 1큰술, 참기름 1큰술, 후춧가루 약간",한식,280kcal
981,갈비찜,찜,"쇠고기(갈비) 600g, 무 1/2개, 당근 1/2개, 표고버섯 1장, 밤 4개","계란 1개, 홍고추 2개, 은행 8알, 잣 1큰술, 대파 2대","간장 1컵, 설탕 1/2컵, 청주 4큰술, 배 1/2개, 다진파 4큰술, 다진마늘 2큰술, 깨소금 약간, 참기름 약간, 후춧가루 약간",한식,350kcal
982,계란유부찜,찜,"유부 4장, 계란 4개",육수 1/2컵,진간장 1큰술,한식,80kcal
983,김치두부쌈,찜,"신김치 2포기, 두부 1모, 돼지고기(보쌈용) 600g","청고추 1개, 깻잎 1봉","대파 1/2뿌리, 생강 1쪽, 소금 약간",한식,250kcal
984,김치제육보쌈,찜,"배추 1/2포기, 돼지고기 600g","미나리 5대, 무 1/4개, 갓 20g, 굴 50g, 실파 5뿌리, 실파(요리용) 약간","고춧가루 1/2컵, 새우젓 2큰술, 다진파 1큰술, 다진마늘 1작은술, 생강 1개, 된장 2큰술, 참기름 약간",한식,300kcal
985,꽃게찜,찜,"꽃게 3마리, 쇠고기 100g","계란 1개, 밀가루 1큰술, 표고버섯 4장, 석이버섯 5장, 미나리 1/3단","진간장 2작은술, 통후추 약간",한식,110kcal
986,꽈리고추밀가루찜,찜,꽈리고추 30개,"밀가루 1/4컵, 깨소금 1작은술","진간장 2큰술, 다진파 1/2큰술, 다진마늘 1/2작은술, 고춧가루 1/2작은술, 참기름 1/2작은술",한식,95kcal
987,닭매운찜,찜,닭(중간것) 1/2마리,"감자 2개, 양파 1개, 청고추 2개, 홍고추 2개, 대파 1뿌리, 물 3컵","소금 약간, 후춧가루 약간, 고추장 2큰술, 간장 2큰술, 참기름 1큰술, 설탕 1큰술, 고춧가루 1큰술, 다진파(다진것) 2큰술, 다진마늘(다진것) 1큰술, 다진생강(다진것) 2큰술, 깨소금 약간",한식,257kcal
988,돼지갈비찜,찜,"갈비(갈비) 1.8Kg, 양파 2개, 감자 2개, 당근 1개, 무 1/4개","홍고추 5개, 식용유 약간씩, 고춧가루 3큰술, 고추장 4큰술","생강즙 1큰술, 간장 3큰술, 설탕 2큰술, 맛술 3큰술, 다진파 3큰술, 다진마늘 2큰술, 후춧가루 약간, 참기름 약간, 깨소금 약간",한식,220kcal
989,두부선,찜,"두부 300g, 쇠고기 40g",표고버섯 2장,"석이버섯 약간, 계란 1개, 실파 약간, 실고추 약간",한식,280kcal
990,두부알찜,찜,"두부 1/2모, 계란 3개","모시조개 70g, 새우 5마리, 표고버섯 1개","다시물 1과1/2컵, 은행 약간, 조미술 약간, 소금 약간, 간장 약간",한식,134kcal
991,미더덕찜,찜,"미더덕 400g, 콩나물 200g","대파 1뿌리, 청고추 2개, 홍고추 2개, 고사리 100g, 미나리 약간","쌀가루 2큰술, 진간장 2큰술, 참기름 약간, 고춧가루 3큰술",한식,220kcal
992,북어양념찜,찜,북어 1마리,물 약간,"청정원맛간장소스 3큰술, 다진파 1큰술, 물엿 1큰술, 깨소금 1큰술, 실고추 약간, 다진마늘 1/2큰술, 참기름 약간",한식,180kcal
993,색편육,찜,"쇠고기(사태) 200g, 당근 30g, 오이 70g","꼬치 10개, 파(잎부분) 10g, 양파 10g, 생강 10g, 마늘 10g","간장 3큰술, 식초 3큰술, 물 3큰술, 레몬 1/4쪽",한식,130kcal
994,시나몬돼지고기편,찜,돼지고기(안심) 800g,"대파 2뿌리, 양파 1/2개, 새싹채소 50g, 생강 1쪽, 통후추 약간, 마늘 3쪽","간장 5큰술, 설탕 2큰술, 다진마늘 1큰술, XO소스 1큰술, 계피 1/2큰술",한식,321kcal
995,아귀찜,찜,"아귀 500g, 미더덕 120g, 콩나물 300g","미나리 50g, 대파 1대, 깻잎 10장, 찹쌀가루 4큰술","참기름 1작은술, 통후추 약간, 소금 약간, 고춧가루 3큰술, 고추장 1큰술, 진간장 ½큰술, 설탕 1작은술",한식,500kcal
996,양배추말이찜,찜,"양배추잎 8장, 쇠고기 300g, 밤 8개, 양파 1/2개","육수 1컵, 녹말 1작은술, 물 1작은술, 무명실(20cm) 8개, 파슬리가루 약간","소금 약간, 간장 1큰술, 깨소금 1큰술, 청주 1큰술, 다진파 2큰술, 다진마늘 1큰술, 참기름 1/2큰술, 후춧가루 약간",한식,180kcal
997,연어된장찜,찜,"연어 400g, 된장 3큰술","당근 1/2개, 양파 1/2개, 브로콜리 약간","청주 3큰술, 양겨자 1작은술, 참기름 1/2큰술, 계란노른자 1개, 물 1과1/2컵",한식,178kcal
998,오색대하찜,찜,대하 4마리,"당근 1/4씩, 오이 1/4씩, 표고버섯 2개, 계란 1개","소금 약간, 후춧가루 약간, 생강즙 약간, 레몬즙 약간",한식,191kcal
999,오징어순대,찜,"오징어(350g) 2마리, 쇠고기(우둔) 70g, 두부 50g, 당면 30g","표고버섯 2장, 당근 30g, 피망 40g, 양상추 30g, 통깨 약간, 깻잎 3장, 다진파슬리(다진것) 약간","설탕 1/2큰술, 다진파(다진것) 2큰술, 다진마늘(다진것) 1큰술, 참기름 1큰술, 후춧가루(가루) ⅛작은술, 간장 2큰술, 식초 2작은술, 깨소금 1/4작은술",한식,198kcal
1000,오징어순대,찜,오징어 2마리,"찹쌀 1/2컵, 배추 50g, 숙주 50g, 양파 1/2개, 피망 1/2개, 홍고추 1개, 밀가루 1/3컵","다진마늘 1/2큰술, 다진파 1큰술, 간장 1큰술, 참기름 1큰술, 청주 1큰술, 소금 약간, 후춧가루 약간",한식,400kcal
1001,유부계란찜,찜,"유부 10장, 계란 4개","물 1컵, 실파 12뿌리, 맛살 30g","간장 1작은술, 소금 1작은술, 설탕 1작은술, 소금 1작은술, 후춧가루 약간",한식,105kcal
1002,장어두부,찜,"장어 1마리, 두부 1모","삶은노른자 1개, 당근 1개, 표고버섯 약간","장어데리소스 약간, 설탕 약간, 소금 약간",한식,339kcal
1003,제육보쌈,찜,"돼기고기 600g, 새우젓 2큰술, 무 200g, 굴 50g","배추 1/2포기, 무명실 약간, 깨소금 약간, 미나리 15g, 갓 20g, 실파 5뿌리","된장 2큰술, 생강 1쪽, 고춧가루 1/2큰술, 다진파 1큰술, 다진마늘 1작은술, 참기름 약간, 고춧가루 3큰술, 젓국 2큰술",한식,300kcal
1004,제육보쌈,찜,돼지고기(안심) 600g,"쪽파 1/2뿌리, 무 40g","쌈장 4큰술, 참기름 약간, 올리브오일 약간, 고춧가루 2큰술, 멸치액젓 2큰술, 통후추 20알, 생강 1쪽, 식초 1작은술, 소금 1/2작은술",한식,450kcal
1005,코다리찜,찜,"코다리 2마리, 실파 2뿌리","고추장 1큰술, 간장 1/2큰술, 설탕 1큰술, 다진파 1큰술, 다진마늘 1/2큰술, 다진생강 1/2작은술, 참기름 1큰술, 후춧가루 1/4작은술",,한식,156kcal
1006,토란닭고기찜,찜,"토란탕 2컵, 닭고기 200g","표고버섯 6장, 우엉 1/4대, 당근 1개","간장 3큰술, 맛술 1큰술, 설탕 약간, 생강즙 약간, 청주 약간, 식용유 약간",한식,310kcal
1007,한방닭찜,찜,닭(토종) 1마리,"육수 10컵, 밤 3개, 대추 5개, 녹말 10g","대파 1뿌리, 마늘 5톨, 들깻가루 2큰술",한식,488kcal
1008,홍어찜,찜,홍어 1마리,"대파 1뿌리, 홍고추 1개","생강 5g, 마늘 2쪽, 청주 1큰술, 간장 3큰술, 다진파 2작은술, 다진마늘 1작은술, 참기름 1/2큰술, 깨소금 약간, 고춧가루 1/2큰술",한식,162kcal
1009,화전갈비찜,찜,"생갈비 400g, 다진양파(다진것) 1큰술, 다진파(다진것) 1큰술","양파 1/2개, 대파 1개, 오이 1/2개, 당근 1/4개","엄나무 적당량, 황기 적당량, 양송이버섯 2개, 새송이버섯 1개, 느타리버섯 10g, 표고버섯 2개, 팽이버섯 10g, [양념장] 배즙 2큰술, 무즙 2큰술, 간장 3큰술, 청양고추 1큰술, 다진마늘 1큰술, 후춧가루 적당량",한식,325kcal
1010,건포도돈족냉채,"나물,생채,샐러드",돈족(족발) 200g,"양배추 100g, 적채 50g, 양파 1/4개, 영양 실부추 30g, 홍피망 1/2개, 청피망 1/2개, 대추 5개, 간장 1/2큰술","[겨자소스] 갠겨자 1큰술, 식초 2큰술, 건포도페이스트 2큰술, 연유 1/2큰술, 오렌지주스 2큰술, 배즙 2큰술, 소금 1작은술, 다진마늘 1/2큰술",한식,354kcal
1011,닭고기수삼샐러드,"나물,생채,샐러드","양상추 50g, 닭고기(가슴살) 100g, 수삼 1뿌리","배 1/4개, 밤 4개, 대추 2개, 오이 1/4개, 설탕 약간씩, 요리술 약간, 소금 약간","머스터드 2작은술, 마요네즈 3큰술, 후춧가루 약간, 레몬즙 1큰술, 설탕 1큰술",한식,300kcal
1012,두부다시마말이,"나물,생채,샐러드",다시마(10cm x 20cm) 1장,"두부 1모, 표고버섯(마른 것) 5장, 당근 1/4개, 고추 2개","들깨가루 1큰술, 깨소금 1큰술, 소금 1작은술, 참기름 1작은술, 후춧가루 약간, 초고추장 2큰술, 양념간장 2큰술",한식,110kcal
1013,무구절판,"나물,생채,샐러드","무 1개, 쇠고기(우둔) 100g, 표고버섯 6개","오이 1/2개, 당근 1/2개, 배 1/2개, 칵테일 새우 10마리, 계란 2개, 무순 약간, 청주 2큰술, 소금 1큰술, 물 2컵, 설탕 1큰술","겨자소스, 쇠고기 양념",한식,256kcal
1014,미나리강회,"나물,생채,샐러드","미나리 2단, 쇠고기(안심) 100g, 계란 2개","홍고추 2개, 다진잣 3큰술, 소금 약간","소금 1/2큰술, 고추장 4큰술, 설탕 2큰술, 식초 2큰술, 생강즙(즙낸것) 조금",한식,55kcal
1015,불고기샐러드,"나물,생채,샐러드",쇠고기(불고기) 160g,"쑥갓 20g, 상추 50g, 오이 50g, 사과 100g, 양파 30g, 치커리 20g","간장 1큰술, 설탕 2/3큰술, 참기름 1작은술, 다진마늘(다진것) 1작은술, 다진파(다진것) 2작은술, 후춧가루 약간",한식,265kcal
1016,삼색밀쌈,"나물,생채,샐러드","밀가루 1컵, 치자 2개, 시금치 20g","물 적당량, 오이 1/2개, 표고버섯 3장, 양파 1/2개, 쇠고기 80g","소금 약간, 참기름 약간, 깨소금 약간, 후춧가루 약간",한식,275kcal
1017,생굴채소무침,"나물,생채,샐러드","굴 300g, 배추(속대) 100g","생밤 4개, 오이 반개, 청고추 2개, 홍고추 2개, 실파 30g, 배 약간, 마늘 3쪽, 파슬리 약간",양념 레시피참조,한식,250kcal
1018,씀바귀나물,"나물,생채,샐러드",씀바귀 200g,"고추장 3큰술, 설탕 1큰술, 식초 1큰술, 다진마늘 1작은술, 다진파 1큰술, 깨소금 1작은술",,한식,82kcal
1019,오징어강회,"나물,생채,샐러드",오징어 1마리,"실파 200g, 홍고추 1개","고추장 3큰술, 식초 2큰술, 설탕 1큰술, 실파 1뿌리, 깨소금 1작은술",한식,150kcal
1020,재첩무침,"나물,생채,샐러드",재첩 300g,"당근 20g, 미나리 20g, 배 1/2개, 오이 20g, 양파 20g","[초고추장] 고추장 2큰술, 설탕 1큰술, 식초 1큰술, 참기름 약간, 깨소금 약간",한식,124kcal
1021,제육겨자쌈,"나물,생채,샐러드",돼지고기(안심) 600g,"양파 15g, 당근 10g, 깻잎 15g, 대파 1뿌리","양겨자 1큰술, 설탕 약간, 소금 약간, 식초 약간, 통후추 약간",한식,155kcal
1022,콩나물잡채,"나물,생채,샐러드","콩나물 400g, 쇠고기 100g, 표고버섯 4장","양파 1/2개, 당근 1/2개, 미나리 1단, 계란 2개, 식용유 2큰술","소금 약간, 깨소금 약간, 참기름 2큰술, 진간장 2큰술, 설탕 2작은술, 다진파 약간, 다진마늘 약간, 후춧가루 약간",한식,175kcal
1023,콩나물해물겨자무침,"나물,생채,샐러드","콩나물 100g, 해파리 100g, 오징어 1/4마리","오이 1/4개, 당근 20g, 깨소금 1작은술","겨자 1큰술, 마요네즈 1/2큰술, 설탕 1큰술, 식초 2큰술, 간장 1/2작은술, 양파즙 1/2작은술, 소금 1작은술, 다진마늘 1/2큰술",한식,130kcal
1024,간장게장,"밑반찬,김치",꽃게 2마리,"간장 2컵, 물 1컵, 생강 1개, 마늘 7쪽","청고추 4개, 다진파 4큰술, 채썬마늘 4큰술, 채썬생강 2큰술, 고춧가루 1큰술, 참기름 1큰술, 깨소금 약간, 설탕 1큰술",한식,136kcal
1025,갓김치,"밑반찬,김치",갓 2단,"무 300g, 실파 1단, 깨소금 2큰술, 밀가루 3큰술, 물 1컵","소금 1컵, 고춧가루 1과1/2컵, 마늘 5쪽, 생강 1/2쪽, 멸치젓 1/2컵",한식,41kcal
1026,고추장아찌,"밑반찬,김치",청고추 600g,"물(삭힘용 소금물) 3컵, 소금 60g","생강 2개, 설탕 2컵, 간장 2컵",한식,70kcal
1027,굴깍두기,"밑반찬,김치","무 2개, 굴 1컵","미나리 1/2단, 실파 1/2단, 갓 1단","소금 조금, 고춧가루 1컵, 마늘 5쪽, 새우젓 1/2컵, 소금 1큰술, 설탕 1큰술",한식,43kcal
1028,꽃게장무침,"밑반찬,김치",꽃게 2마리,"홍고추 1개, 청고추 1개","고춧가루 4큰술, 간장 5큰술, 양파 1/2개, 설탕 1큰술, 마늘 1큰술, 대파 1뿌리, 소금 약간, 통깨 약간, 생강즙 1큰술",한식,135kcal
1029,꽈리고추마른새우볶음,"밑반찬,김치","꽈리고추 50g, 마른새우 100g","간장 2~3큰술, 참기름 약간, 설탕 1/2작은술",,한식,123kcal
1030,나박김치,"밑반찬,김치","배추 1/2포기, 미나리 30g, 홍고추 2개","무 1개, 대파 2뿌리, 물 20컵","생강 1/2쪽, 마늘 5쪽, 소금 1컵, 고춧가루 1/2컵",한식,45kcal
1031,달래장김치,"밑반찬,김치",달래 500g,통깨 약간,"마늘 1/2쪽, 생강 1쪽, 고춧가루 1/3컵, 진간장 3큰술, 설탕 약간",한식,65kcal
1032,돌나물김치,"밑반찬,김치",돌나물 400g,"실파 1개, 오이 1개, 물 6컵, 밀가루 2큰술","마늘 2쪽, 생강 1/2쪽, 고춧가루 3큰술, 소금 3큰술",한식,75kcal
1033,동치미,"밑반찬,김치","무 10개, 고추(삭힌것) 20개, 갓 1/2단","실파 1/2단, 대파 5개, 배주머니 5개, 물 10컵","소금 3컵, 마늘 5쪽",한식,35kcal
1034,동치미,"밑반찬,김치","무 10개, 실파 1/2단","고추(삭힌것) 5개, 마늘 2개, 생강 2개, 절인 파 2뿌리","소금(무절임) 3컵, 소금(소금물) 3컵, 물 20컵",한식,28kcal
1035,두릅김치,"밑반찬,김치",두릅 20줄기,"고춧가루 2큰술, 다진마늘 1/2작은술, 매실청 1큰술, 쌀밥 1큰술, 물 1컵, 꽃소금 1작은술","[배합초] 식초 3큰술, 매실청 1큰술, 청주 1큰술, 소금 1/3작은술",한식,64kcal
1036,두부장아찌,"밑반찬,김치",두부 1모,"통생강 1개, 마른고추 1개, 식용유 1큰술","간장 1컵, 식초 1큰술, 통후추 5알, 소금 2작은술",한식,124kcal
1037,명란젓,"밑반찬,김치",명란젓 600g,"고춧가루(고운것) 3큰술, 참기름 2큰술, 소금 5큰술",,한식,25kcal
1038,배추밤김치,"밑반찬,김치","배추 1포기, 실파 1/2단","밤 2컵, 갓 1/2단, 미나리 1/3단, 배 1/2개","고추가루 1컵, 액체육젓 1/2컵, 마늘(다진 것) 1큰술, 생강(다진 것) 1작은술, 설탕 1큰술, 소금 약간, 통깨 약간, [절임용 소금물] 소금 2컵, 물 10컵",한식,75kcal
1039,백김치,"밑반찬,김치",배추 5포기,"무 2개, 밤 10개, 배 3개, 대추 10개, 대파 2뿌리, 미나리 1/2단","다진마늘 4큰술, 석이버섯 약간, 실고추 5g, 잣 2큰술, [절임용소금물] 소금 3컵, 물 12컵, 말린표고버섯 2개, 통생강 1개, [국물용 소금물] 소금 6큰술, 물 30컵",한식,50kcal
1040,부추김치,"밑반찬,김치",부추 4단,홍고추 3개,"다진마늘 3큰술, 생강 1/2쪽, 멸치젓 1/2컵, 고춧가루 1/2컵, 설탕 1큰술, 소금 약간",한식,50kcal
1041,어리굴젓,"밑반찬,김치",굴 400g,"무 1/2개, 배 1/2개, 밤 3개","고춧가루 1/2컵, 파 1뿌리, 마늘 6쪽, 소금 4큰술, 생강 2쪽",한식,50kcal
1042,얼갈이열무물김치,"밑반찬,김치","열무 250g, 얼갈이배추 250g","청고추 25g, 홍고추 25g, 쪽파 15g, 양파 70g, 미나리 70g","굵은소금 10g, 물 7컵, 꽃소금 20~25g, 설탕 15g, 물(밀가루풀용) 1컵, 밀가루 2큰술, 마늘 30g, 생강 10g, 정종 1큰술",한식,65kcal
1043,열무김치,"밑반찬,김치","열무 2단, 풋배추 1단","실파 50g, 청고추 3개, 홍고추 13개, 물 18컵, 밀가루 2큰술","소금 1/2컵, 마늘 10쪽, 생강 1쪽",한식,45kcal
1044,오이소박이,"밑반찬,김치","오이 10개, 부추 1단","다진파 1큰술, 다진마늘 1큰술, 다진생강 1작은술","소금 약간, 고춧가루 1컵, 설탕 1큰술, 진간장 3큰술, 청주 1큰술, [절임용 소금물] 소금 2컵, 물 10컵",한식,85kcal
1045,오이지장아찌무침,"밑반찬,김치",오이 10개,"홍고추 1개, 실파 1뿌리, 깨소금 1작은술","고추장 1/2컵, 다진마늘 1큰술, 고춧가루 1/2큰술, 참기름 1작은술, 설탕 1작은술",한식,30kcal
1046,오징어섞박지,"밑반찬,김치",갑오징어 300g,"무 100g, 고추 50g, 찹쌀풀 20g","마늘 20g, 생강 13g, 멸치액젓 20g, 고춧가루 10g, 실파 30g, 정종 15g, 소금 25~30g, 설탕 10g",한식,30kcal
1047,우엉조림,"밑반찬,김치",우엉 400g,"청정원올리고당 2큰술, 간장 4큰술, 깨소금 1큰술, 소금 약간, 물 1작은술",,한식,75kcal
1048,채소간장장아찌,"밑반찬,김치","오이 2개, 양파 2개, 홍고추 2개, 청양고추 2개","간장 2/3컵, 설탕 1과1/2컵, 식초 2컵, 물 1컵",,한식,64kcal
1049,총각김치,"밑반찬,김치",총각무 1단,"대파 2뿌리, 찹쌀가루 3큰술, 물 1컵","소금 2컵, 고추가루 1/2컵, 다진마늘 5큰술, 다진생강 2큰술, 멸치젓 1/4컵, 새우젓 1/4컵, 설탕 3큰술, [절임용 소금물] 물 10컵, 소금 2컵",한식,32kcal
1050,통배추김치,"밑반찬,김치","배추 10포기, 무 1개, 갓 1/2단, 미나리 1단, 멸치젓 2컵","물 1컵, 실파 1단, 배 1개, 대파 5뿌리","소금 5컵, 고춧가루 5컵, 마늘 10쪽, 생강 3쪽, 설탕 1큰술, 깨소금 1/2컵, 소금 3컵",한식,50kcal
