food_number,food_name,recipe,serving_number,level
714,시칠리안 링귀니,"1. 둥근 팬에 물을 올려 소금으로 간한 후 끓으면 링귀니 면을 넣어 13분 삶는다.
2. 마늘, 앤쵸비, 페페론치노는 잘게 썰어주고, 브로콜리는 적당한 크기로 손질한다.
3. 시칠리안 올리브는 씨를 제거해 준비한다.
4.. 팬에 오일을 두르고 마늘, 앤쵸비, 시칠리안 올리브, 페페론치노, 브로콜리를 넣어 볶는다.
5. 스탁을 100ml~200ml 정도 넣어 2분 정도 익힌다.
6. 후추로 간을 한 뒤 불을 끄고 루꼴라를 넣는다.
7. 접시에 담아 파마산 치즈로 마무리 한다.",1인분 기준,초보환영
715,오븐스파게티,"1. 올리브오일을 두른 팬에 다진 마늘을 볶다가 다진 양파를 갈색이 되도록 볶은 다음 쇠고기를 넣고 볶는다.
2. ①에 토마토홀을 넣고 조려 오레가노와 바질, 소금, 후춧가루를 넣는다.
3. 스파게티는 넓은 냄비에 소금을 1큰술 정도와 물을 넉넉히 넣고 스파게티면을 잘라 실정도의 심이 남을 때 까지 삶는다.
4. ②의 소스에 ③의 면을 버무려 오븐용 그릇에 담고 모짜렐라 치즈를 위에 올려 200℃로 예열된 오븐에서 10분정도 굽는다.",2인분 기준,초보환영
716,조개토마토스파게티,"1. 끓는 물에 소금을 넣고 올리브오일을 한방울 떨어뜨린 후 스파게티를 삶는다.
2. 조개는 해감시키고, 샐러리는 0.3cm 두께로 썰고 방울 토마토는 반으로 자르고, 파슬리는 다진다.
3. 팬에 올리브오일을 두르고 바지락을 넣어 바지락 입이 벌어지면 방울토마토와 샐러리를 넣고 볶다가 토마토소스를 넣고 끓인다.
4. 방울토마토가 물러지면 삶은 스파게티를 넣고 잘 버무린 후 파슬리를 넣고 소금, 후춧가루로 간을 한다. 이때 농도는 스파게티 삶은 물로 조절한다.
5. 완성되면 접시에 담는다.",2인분 기준,초보환영
717,치킨스파게티,"1. 토마토 소스를 만든다. (냄비에 식용유를 두르고 마늘, 당근, 샐러리, 양파를 볶다가 홀토마토와 토마토페이스트를 넣어 충분히 볶아준다. 육수와 월계수잎을 넣고 조린 뒤 소금, 후춧가루로 간을 한다)
2. 올리브오일을 두른 팬에 마늘과 양파를 넣고 볶다가 골뚜기, 새우, 오징어를 볶는다.
3. 어느정도 볶아지면 토마토페이스트, 홍합, 모시조개를 넣고 뚜껑을 덮고 중불에서 은근하게 가열하고 소금, 후춧가루로 간한 후 바질 등을 뿌린다.
4. 닭은 소금 밑간을 한 후 튀김가루를 묻혀 바삭하게 튀겨낸다.
5. 스파게티면을 삶아 ③번 소스를 뿌린 후 튀긴 닭을 보기좋게 얹는다.",2인분 기준,초보환영
718,토마토스파게티,"1. 프라이팬에 올리브오일을 두르고 다진 마늘을 넣어 볶다가 다진 청량고추를 넣고, 다시 볶다. 바질을 넣는다.
2. 홀토마토를 다진 후 ①에 넣고 끓이다가 버터와 화이트와인을 넣어 향이 날아갈 때까지 졸인다.
3. 끓는 물에 스파게티를 삶아 물기를 뺀 후 올리브오일에 버무려 둔다.
4. ②에 소금과 후춧가루로 간을 하고 삶은 면을 넣어 볶아 접시에 담아 낸다.",4인분 기준,초보환영
719,토마토해산물스파게티,"1. 새우와 꼴뚜기는 내장을 제거하여 손질하고 홍합과 모시조개는 해감을 시켜놓고 오징어는 링모양으로 잘라두고 동태살은 한입크기로 잘라놓는다.
2. 당근은 작게 깍뚝썰기하고 샐러리는 1.5cm 폭으로 잘라놓고 양파는 잘게 다져놓는다. 토마토는 속의 씨를 덜어내고 깍뚝썰기해 놓는다.
3. 냄비에 올리브오일을 두르고 다진 마늘(2쪽)을 넣고 볶다가 냄새가 올라오면 당근과 샐러리를 넣고 볶다가 썰어놓은 토마토와 토마토페이스트를 넣어 충분히 볶아준다.
4. 육수와 월계수잎을 넣고 조린 뒤 소금, 후춧가루로 간을 한다.
5. 올리브오일을 두른 팬에 다진 마늘(1쪽)과 다진 양파를 넣고 볶다가 꼴뚜기, 새우, 오징어를 볶는다.
6. 어느정도 볶아지면 토마토소스, 홍합, 모시조개를 넣고 뚜껑을 덮고 중불에서 은근히 가열하고 소금, 후춧가루로 간한 후 말린 바질이 있을 경우 뿌려준다.
7. 스파게티 면은 삶은 후 토마토소스와 해산물을 얹고 파마산 치즈를 곁들여 먹는다.",2인분 기준,초보환영
720,페스토소스스파게티,"1. 감자는 약간 덜 익은 정도로 삶아 둔다.
2. 브로콜리는 먹기 좋은 크기로 잘라 둔다.
3. 바질, 파슬리, 마늘, 파마산치즈, 올리브오일, 엔초비, 잣을 믹서에 갈아 페스토 소스를 준비한다.
4. 스파게티를 삶는다.
5. 믹싱볼에 ①의 삶은 감자를 넣고 으깨어 둔다.
6. ⑤의 믹싱볼을 중탕하면서 페스토소스와 다진 양파, 올리브오일, 그라나 가루, 소금, 후춧가루를 넣는다.
7. ⑥에 ④의 스파게티를 넣고 잘 버무린다. (농도는 면물을 이용해 조절한다.)
8. 접시에 ⑦을 담고 그라나가루를 듬뿍 뿌려 완성한다.",2인분 기준,초보환영
721,펜네 아라비아따,"1. 양파는 채썰고, 브로콜리는 다듬어 소금물에 데쳐 준비한다.
2. 펜네는 끓는 물에 넣고 삶는다.
3. 프라이팬에 올리브오일을 두르고 마늘을 넣어 약한 불에서 노릇노릇하게 구워 마늘오일을 만든다.
4. 베이컨은 2cm 정도의 크기로 자른 후 마늘오일에 바삭하게 구워 기름을 뺀다.
5. 베이컨을 구운 프라이팬에 마른 고추를 송송 썰어 넣고 약한 불에서 고추가 타지 않게 주의해서 고추기름을 만든다.
6. ⑤에 양파와 브로콜리를 넣고 익힌 후 토마토소스를 넣고 10분정도 끓이다가 고춧가루를 넣어 5분정도 더 끓이고 베이컨을 넣는다.
7. 삶아진 펜네를 ⑥의 소스에 넣고 잘 버무린 다음 치즈가루를 넣고 이태리파슬리 다진것을 뿌려 마무리한다.",2인분 기준,초보환영
722,펠라레제 파스타,"1. 파스타를 삶아 차가운 물에 식혀 물기를 뺀다.
2. 닭가슴살, 훈제햄, 양송이버섯, 이태리 파슬리를 잘 다져 섞고 생크림을 3번으로 나누어 첨가하면서 소를 만든다.
3. 양파는 앏게 슬라이스 하고 베이컨과 돼지고기는 다져서 버터에 앙파를 먼저 볶고 베이컨과 돼지고기를 소금과 후춧가루로 간하면서 익힌다.
4. 짤주머니에 ②의 소를 넣고 삶아 놓은 파스타에 짜 넣는다.
5. 용기에 버터를 바르고 파스타를 가지런히 넣은 뒤 ③의 토핑재료를 위에 뿌리고 화이트 크림소스를 붓는다.
6. 파머산치즈와 모짜렐라치즈를뿌려 200℃의 오븐에 15~20분간 구워낸다.",2인분 기준,초보환영
723,푸실리크림스파게티,"1. 끓는 소금물에 푸실리를 7분간 삶는다.
2. 새우, 홍합, 조개살은 끓는물에 레몬쥬스와 식초를 넣고 살짝 데친다.
3. 냄비에 버터를 넣고 은은한 불에서 밀가루를 섞어 볶다가 고소한 향이 나면 갈색이 되기 전에 우유와 생크림을 조금씩 넣어가며 뭉근하게 끓인다.
4. 적당한 농도가 되면 소금과 후추로 간한다.
5. 고운 천으로 소스를 걸러 놓고 당근과 피망을 채썰어서 볶다가 푸실리와 해물을 넣고 잘 볶은 다음 소스를 넣고 살짝 끓여준다.
6. 파머산치즈를 뿌리고 접시에 담아 마무리한다.",2인분 기준,초보환영
724,피망소스라자냐,"1. 라자냐 반죽을 만들어 아주 얇게 밀어 놓고, 둥근 틀로 찍어 10개를 만든다.
2. 물을 끓여 소금 간을 하고 ①을 삶아 키친타월으로 물기를 완전히 제거하고 준비한다.
3. 계절채소(아스파라거스, 가지, 호박, 노랑피망)를 모두 아주 잘게 일정한 크기로 채썰어 놓는다.
4. 팬에 올리브오일을 두르고 다진 마늘을 넣어 향을 낸 후, ③의 채소를 볶은 후 기름기를 제거한다.
5. ④를 파머산치즈가루, 리코타, 소금, 후추, 다진 바질을 넣고 반죽을 한다.
6. 팬에 오일을 두르고 삶은 라자냐를 한장을 놓은 후 그위에 ⑤의 버무린 채소를 조금 놓고, 다시 라자냐와 채소 순으로 반복하여 켜켜히 쌇는다. 맨 마지막에 오일을 바르고 180℃ 이하의 오븐에 3~4분간 익힌 후 완성한다.
7. 접시에 피망소스를 두르고 ⑥의 완성된 라자냐를 놓고 피망소스를 다시 뿌려 제공한다.
<피망크림소스 만들기> 1. 피망을 통째로 팬에 넣어 오븐(160℃, 30분)에 넣어 표면을 말려 구워낸 후 비닐봉지에 넣어 1시간 뒤 껍질을 제거한 후 과육만을 큼직하게 칼로 썰어 놓는다.
2. 대파는 잘게 다진다.
3. 팬에 올리브오일을 넣고 약한 불에서 대파를 타지 않게 볶다가 피망을 넣어 살짝 볶는다. 약간의 소금 간을 하고 믹서에 곱게 갈아 채에 걸러 소스를 완성한다.",2인분 기준,초보환영
725,가지치즈그라탕,"1. 가지는 1cm 두께로 어슷하게 썰고 소금을 뿌려 30분 정도 재워둔다.
2. ①의 가지에 물기를 제거하고 밀가루를 앞 뒤로 뭍혀 올리브오일을 두른 팬에 노릇하게 굽는다.
3. 계란은 삶아서 0.5cm 정도 두깨로 슬라이스 해 둔다.
4. ②의 잘 구워진 가지 위에 토마토소스를 올리고 삶은 계란을 올린 후 가루 치즈를 뿌린다.
5. ④의 위에 같은 방법으로 또 올리고 마지막으로 가지 한장을 더 올린다.
6. ⑤의 위에 가루치즈를 뿌려 220℃로 예열된 오븐에 15분 정도 굽는다.",2인분 기준,초보환영
726,관자와버섯을곁들인리조또,"[기본준비] 1. 관자는 잘 손질하여 모양대로 얇게 슬라이스 해 놓고, 관자 껍데기는 뒤집어 물기를 제거하여 준비한다.
2. 새송이버섯은 모양대로 자르고 올리브오일을 두른 팬에 살짝 익히고 약간의 소금 간을 해놓는다. 양송이 버섯은 작은주사위모양으로 잘라놓는다.
3. 대파를 잘게 다져 놓는다.
4. 쌀은 찜통에 김이 오를때 넣어 약 13분 동안 찐다.
[만들기] 1. 팬에 버터를 두르고 녹으면 대파를 볶다가 양송이 버섯을 넣어 볶는다.
2. 쌀을 넣어 볶으면서 수분이 증발하면 와인을 넣어 센 불에서 알콜을 날리고 맛을 들인다.
3. 육수를 쌀이 잠길만큼씩 부어가면서 쌀을 볶아준다. 여기서 육수를 붓는 시기는 육수가 거의 졸아들면 계속해서 쌀이 잠길 만큼만 채워 볶아야 한다. 그래야 쌀이 퍼지지 않고 꼬들꼬들하게 잘 익힐 수 있다.
4. 쌀이 들어간 후 25분정도 되면 알단테로 익혀지는데, 가장 먹기 좋은 정도이다.
5. 이 때 소금 간을 하고, 관자 껍데기를 접시에 놓고 그 위에 담아준다.
6. 다른 팬에 버터를 조금 두르고 관자를 살짝만 코팅하여 완성된 리조또 위에 버섯과 함께 돌려가며 가니쉬를 하고 차이브와 쳐빌을 올려 제공한다.",2인분 기준,초보환영
727,시칠리아식 가지요리,"1. 가지는 7mm 정도의 두께로 길게 슬라이스한다. 가지에 밀가루를 뭍혀 오일 두른 프라이팬에 노릇하게 굽는다.
2. 구운 가지 슬라이스 위에 소금, 오레가노를 뿌려 밑간을 하고 그 위에 토마토소스를 바른 후 모짜렐라치즈를 뿌려준 다음 바질슬라이스를 약간 넣어 돌돌 만다.
3. 가지말이를 오븐 팬 위에 올리고 토마토소스 약간과 파마산 치즈가루를 뿌려 180℃로예열한 오븐에서 3분 정도 노릇하게 구워낸다.
4 빨간색, 노란색 파프리카, 당근, 애호박은 작은 주사위모양으로 썰어 달군 프라이팬에 올리브오일을 넣고 달군 프라이팬에서 볶아 주면서 약간의 소금, 후춧가루로 간한다.
5. 접시 중앙에 바질페스토를 바른 후 볶아준 채소를 약간 올려 장식한다.
6. 구워낸 가지말이를 그 위에 얹고 바질 가니쉬를 올리고 오일을 살짝 두르고 마무리 한다.",2인분 기준,초보환영
728,해물라이스그라탕,"1. 가지 채소와 해물을 잘게 다진다. 간혹 다른 요리를 하다가 남은 채소와 해물을 이용해도 좋다. 이럴때는 잘게 다진 상태로 비닐에 넣어 냉동보관한다.
2. 팬에 버터를 두르고 밥을 넣어 밥알이 잘 떨어지도록 볶은 다음 채소를 넣어 고루 섞는다.
3. 내열그릇에 버터를 바른 다음 ②의 채소밥을 담고 그 위에 해물 다진 것을 골고루 뿌린다.
4. ③위에 생크림을 골고루 뿌리고 버터를 잘라서 드문드문 올린 다음 잘게 다진 피자치즈를 뿌린다.
5. 180℃로 예열한 오븐에 넣어 치즈가 충분히 녹도록 10분정도 구운 다음 꺼낸다.
6. 먹을때 토마토 케첩이나 핫소스등을 곁들인다.",2인분 기준,초보환영
729,해물리조또,"1. 쌀은 씻어 건져 놓고, 새우는 내장과 수염, 다리를 제거하고 소금물에 씻는다.
2. 오징어는 깨끗이 씻어 링모양으로 썰고, 토마토는 끓는 물에 살짝 데쳐 껍질을 벗겨 썰고, 양파와 피망은 가로로 채썰어 놓는다.
3. 냄비에 조개를 넣고 물과 소금을 넗어 끓이다 조개가 벌어지면 조개를 건져내고 끓인 물은 따로 두고 밥물로 쓴다.
4. 냄비에 버터를 녹이고 다진 마늘과 다진 양파를 볶다가 쌀을 넣어 볶는다.
5. 쌀알이 버터와 고루 썩이면 조개국물과 화이트와인을 넣고 조개, 새우, 오징어, 토마토 등을 넣고 소금과 후춧가루로 간하여 밥을 짓는다.
6. 센 불에서 10분쯤 끓이다 불을 줄이고 뜸을 들인다. 밥이 다 되면 피망을 넣고 저어 그릇에 담아 낸다.",2인분 기준,초보환영
730,리코타칼조네,"1. 밀가루(강력분) 100g, 가는 소금 25g, 설탕 40g, 미지근한 물 526g, 맥주효모, 생이스트 15g, 올리브오일 25g를 혼합하여 반죽통에 넣는다.
2. 미지근한 물(30℃)에 효모(생이스트)를 풀어 밀가루에 넣어준다.(물은 약간 남겨 두는게 좋다.)
3. 처음 1단의 반죽을 시작한다. (2분 30초)
4. 반죽통 주위에 가루가 모두 반죽으로 뭉치고 올리브오일을 살짝 넣는다.
5. 2단으로 10분정도 반죽을 하면 글루텐이 형성되어 부드럽게 되는데, 이때 200g을 성형하여 발효실이나 실온에서 보관 후 사용한다.
6. 올리브오일을 넣을 때는 ④에서 넣는다.
7. 양송이와 블랙 올리브는 둥글게 자르고 파마산 치즈도 잘게 다진다.
8. 바질과 이태리 파슬리는 잘게 다진다.
9. 믹싱볼에 리코타치즈와 파마산가루, 계란 노른자, 바질, 소금, 후춧가루를 잘 혼합하여 놓는다.
10. 반죽을 둥글게 밀어, 반죽의 1/2면에 혼합해 놓은 재료를 골고루 깔고 나머지 1/2의 반죽을 덮어 반달 모양으로 만들고 단단히 접어 붙힌 후 구워낸다.",2인분 기준,초보환영
731,메뉴판피자,"1. 강력분, 박력분, 이스트, 소금을 섞고 따뜻한 물을 섞은 다음 올리브오일을 넣어 잘 치대어 피자빵을 만든다.
2. ①에 젖은 면보를 덮어 따뜻한 곳에 약 1시간 발효시킨다.
3. 피망, 양파, 파프리카는 가로 x 세로가 1cm 가 되도록 썬다.
4. 토마토는 편썰어 물기를 제거하고 햄은 두께 0.5cm 두께로 둥글게 썬다.
5. 프라이팬에 올리브오일을 두르고 ③을 넣고 볶은 후 케첩과 후춧가루를 넣고 볶는다.
6. ②의 피자빵을 적당한 두께로 얇게 펴고 피자팬에 올리브오일을 두르고 올린 후 포크로 구멍을 촘촘하게 낸다.
7. ⑥에 포크로 구멍을 뚫어 잘 익도록 만들고 ⑤의 볶아둔 채소를 올린다.
8. ⑦ 위에 햄과 토마토를 적당량 올리고 피자치즈를 듬뿍 뿌린다.
9. 200℃로 예열된 오븐에 ⑧을 넣고 20~25분간 굽는다.",2인분 기준,초보환영
732,피자,"1. 분량의 도우 재료를 모두 섞어 10분 정도 치대어 매끄러운 반죽을 만든 후 볼에 담고 비닐을 덮어 따뜻한 곳에 두어 발효시킨다.
2. 차가운 토마토소스를 준비하고 토마토는 가로 0.5cm 두께로 슬라이스하고, 파프리카와 양송이는 굵게 다진다.
3. 반죽을 얇게 밀어 지름 25cm 길이의 원형으로 만드는데, 반드시 반죽 밑에 밀가루를 뿌리고 구웠을 때 소스가 흘러 나오지 않도록 가장자리는 도톰하게 모양을 잡는다.
4. 반죽 위에 토마토소스를 펴 바르고 모짜렐라치즈를 골고루 토핑한다.
5. 슬라이스한 토마토를 가장자리에 얹고 준비한 파프리카와 양송이를 얹은 뒤 토핑 위에 소금과 후춧가루를 조금 뿌린 후 모짜렐라치즈를 토핑하고 파마산치즈를 뿌린다.
6. 올리브오일을 도우 가장자리에 살짝 바르고 220~250℃로 예열된 오븐에 10분 정도 굽고 꺼내서 바질 4장을 올려 20초 정도 더 구운 후 오븐에서 꺼낸다.",2인분 기준,초보환영
